IMb,IMb Serial Number,Scan DateTime,Scan Event Code,Scan Facility ZIP,Mail Phase,Expected Delivery Date,Anticipated Delivery Date
0027020014602475348507444153208,024753485,2020-09-02 22:46:20-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474316901880211009,024743169,2020-09-02 22:47:47-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475385311417112504,024753853,2020-09-02 22:45:34-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474320802116394199,024743208,2020-09-02 22:47:51-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474424212870058282,024744242,2020-09-02 22:43:58-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475364407760203877,024753644,2020-09-02 22:45:57-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475372011201330201,024753720,2020-09-02 22:45:49-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474855477354310710,024748554,2020-09-02 22:44:09-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475371811201630262,024753718,2020-09-02 22:45:49-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474555230117150821,024745552,2020-09-02 22:42:17-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474756960004577421,024747569,2020-09-02 22:40:09-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474860877807271205,024748608,2020-09-02 22:44:04-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474874778746112906,024748747,2020-09-02 22:44:25-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475475821113103834,024754758,2020-09-02 22:44:50-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475461220720427201,024754612,2020-09-02 22:44:39-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475454720136170991,024754547,2020-09-02 22:44:47-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475463620814182711,024754636,2020-09-02 22:45:04-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474880388081742011,024748803,2020-09-02 22:44:32-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474396111226298753,024743961,2020-09-02 22:43:27-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474404311419222624,024744043,2020-09-02 22:43:37-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474678544718163111,024746785,2020-09-02 22:46:48-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474320402116396655,024743204,2020-09-02 22:47:51-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474394311217340636,024743943,2020-09-02 22:43:25-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474880881401955434,024748808,2020-09-02 22:44:33-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474752957702872619,024747529,2020-09-02 22:40:05-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475485022015344561,024754850,2020-09-02 22:45:07-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474873578734410316,024748735,2020-09-02 22:44:23-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474425512510006161,024744255,2020-09-02 22:43:59-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474702148306367933,024747021,2020-09-02 22:47:17-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475333805401535159,024753338,2020-09-02 22:46:39-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475350807624162451,024753508,2020-09-02 22:46:17-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474402711375670306,024744027,2020-09-02 22:43:35-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475476521117293400,024754765,2020-09-02 22:45:18-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475362907731903678,024753629,2020-09-02 22:46:06-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474696747403444806,024746967,2020-09-02 22:47:11-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475383411375443221,024753834,2020-09-02 22:45:36-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474855577354463603,024748555,2020-09-02 22:44:09-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474702248306379110,024747022,2020-09-02 22:47:17-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474548930043135150,024745489,2020-09-02 22:42:09-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474319601983201603,024743196,2020-09-02 22:47:50-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475471821015621701,024754718,2020-09-02 22:44:55-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474414711756361138,024744147,2020-09-02 22:43:49-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475292823231762360,024752928,2020-09-02 22:46:01-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474860177573683613,024748601,2020-09-02 22:44:04-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475336406001510207,024753364,2020-09-02 22:46:36-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474398011249514242,024743980,2020-09-02 22:43:29-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475353007663520247,024753530,2020-09-02 22:46:14-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475299701824210703,024752997,2020-09-02 22:45:19-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474878679706564710,024748786,2020-09-02 22:44:30-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475384811385500841,024753848,2020-09-02 22:45:34-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475345206517152215,024753452,2020-09-02 22:46:24-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474766160201172307,024747661,2020-09-02 22:42:08-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474575034442454273,024745750,2020-09-02 22:43:18-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474762260048420051,024747622,2020-09-02 22:40:16-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474573332266621922,024745733,2020-09-02 22:43:16-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474695647304246800,024746956,2020-09-02 22:47:09-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602475380611362105825,024753806,2020-09-02 22:45:39-0400,891,23150,Phase 1a - Origin Primary Processing,,
0027020014602474859277494357126,024748592,2020-09-02 22:44:08-0400,891,23150,Phase 1a - Origin Primary Processing,,
